,Fecha,Operador,Ruta Detallada,Tipo aeronave_accidente,Pasajeros,Tripulacion,Pasajeros_Fallecidos,Tripulantes_Fallecidos,Muertos_en_tierra,resumen
4692,2008-08-20,Spanair,"Madrid - Las Palmas, Canary Islands",McDonnell Douglas MD-82,166,6,148,6,0,"The airliner crashed while attempting to takeoff. The plane was able to get slightly airborne before crashing into a ravine at the end of the runway. The plane took off without the crew extending  it's flaps and slats, but the pilots would not have known there was a problem because the alarm did not go off. Malware may have interfered with the warning  alarm software."
4693,2008-08-24,Itek Air,"Bishkek - Tehran, Iran",Boeing B-737-219,83,7,67,1,0,"The plane crashed shortly after taking off from Manas International Airport.  After 10 minutes, the crew reported a severe loss of cabin pressure and said they were returning when it crashed 6 miles from the airport. The Iran Aseman Airlines flight was being carried out by Itek Air. The forward left cabin door was not closed completely, and that the person who closed it was an engineer who was not listed among those (in the Cabin Attendant Manual) who were supposed to close the door.  A report concludes that the aircraft originally lost cabin pressure due to this. 1) Failure of the crew to maintain proper crew resource management and cooperation in flight2) Failure to maintain visual contact with the runway or visual approach aids during a visual approach3) Loss of control with regards to height while doing the orbit necessary due to miscalculation of the landing performance and estimated landing trajectory 4) Failure to respond correctly to the TAWS alert (Terrain Awareness and Alerting System)."
4694,2008-08-30,Conviasa,Caracas - Latacunga,Boeing B-737-291,0,3,0,3,0,The plane was on a positioning flight when it flew into the side of Iliniza Volcano.
4695,2008-09-01,Air Tahoma,Colombus - Mansfield,Convair CV-580,0,3,0,3,0,"Soon after taking off the pilot radioed he was returning to the airport but the aircraft crashed into a corn field, broke up and burned. The improper (reverse) rigging of the elevator trim cables by company maintenance personnel, and their subsequent failure to discover the misrigging during required post-maintenance checks. Contributing to the accident was the captain’s inadequate post-maintenance preflight check."
4696,2008-09-03,Aerogulf,Sin dato,Bell 212,5,2,5,2,0,"While attempting to take off, the helicopter struck a crane, crashed on to the deck of the Maersk Resilient oil drilling rig, broke up and fell into the sea 43 miles off Duabi."
4697,2008-09-14,Aeroflot,Moscow - Perm,Boeing B-737-505,82,6,82,6,0,"The aircraft crashed into a ravine adjacent to railroad tracks and near an apartment building as it was approaching Perm for a landing. The plane was at 3,600 when contact was lost with the tower. Pilot error. The captain ""lost spatial orientation"" after he misread an altitude indicator on the instrument panel. The pilot  was determined to be intoxicated."
4698,2008-09-19,Global Executive Aviation,"Colombia, SC - Los Angeles, CA",Learjet 60,4,2,2,2,0,"The plane was attempting to take off from Columbia Metropolitan Airport when it overran the runway, crashed through a perimeter fence, struck antennas and came to rest on an embankment adjacent to highway. The accident was caused by the operator’s inadequate maintenance of the airplane’s tires, which resulted in multiple tire failures during takeoff roll due to severe underinflation, and the captain’s execution of a rejected takeoff after V1, which was inconsistent with her training and standard operating procedures."
4699,2008-09-27,Maryland State Police,Medical evacuation flight,Aerospatiale SA365N-1 Dauphin II,4,1,3,1,0,The medical helicopter carrying victims of a traffic accident crashed in fog at Walker Mill Regional Park. The pilot radioed for help prior to the accident.
4700,2008-10-08,Yeti Airlines,Katmandu - Lukla,de Havilland Canada DHC-6 Twin Otter 300,16,3,16,2,0,"As the passenger plane came in for a landing, in fog, the main landing gears snagged on a security fence. The plane crashed to the ground and caught fire. The pilot was the only survivor. The cause was the two pilots who misjudged deteriorating weather conditions and flew inside a patch of fog while trying to land at Lukla airport, which is carved into the side of the Himalayas at an altitude of 9,200 feet."
4701,2008-10-15,Air Angles Inc.,Sandwich - Chicago,Bell 222,1,3,1,3,0,"The helicopter clipped a radio tower wire, crashed and burned killing all aboard."
4702,2008-11-13,Falcon Aviation Group,al-Asad air base - Baghdad,Antonov An-12,0,7,0,7,0,"The cargo plane, chartered by FedEx, crashed west of Baghdad, shortly after taking off from al Asad air base and after the crew reported a malfunction with the plane."
4703,2008-11-16,Pacific Coastal Airlines,Vancouver - Powell River - Toba Inlet,Grumman G-21A Goose,7,1,6,1,0,The charter aircraft crashed into a steep hillside on south Thormanby Island 19 minutes after taking off and exploded into flames. Controlled flight into terrain caused by poor weather conditions and the decision by the pilot to fly in such conditions.
4704,2008-11-27,XL Airways leased from Air New Zealand,Training,Airbus A320-232,0,7,0,7,0,"The Airbus A320 was leased by XL Airways of Germany since May 2006. The plane was scheduled to be returned to its owner, Air New Zealand. The plane was ferried to Perpignan, France where it underwent maintenance at EAS Industries. During a second test flight, on approach to Perpignan, at 3,500 feet, radio contact was lost. A controller reported seeing the plane descending quickly in a left bank. The aircraft soon after crashed into the sea and broke up. While attempting to test slowing the airplane to an unsafe speed, the plane's computer failed to automatically recover to safe flight, The plane stalled and crashed. The reason the computer failed was that both angle-of-attack sensors were frozen.The reason water froze in the sensors was the plane had been washed using a firehose without protecting the sensors."
4705,2008-12-03,Webstas Aviation Services Inc.,"Tortola Virgin Islands - San Juan, PR",Rockwell International 690B,2,1,2,1,0,"The plane struck the side of El Yunque mountain 2,310 feet, east of San Juan in heavy fog."
4706,2008-12-11,Rotorcraft Leasing Co,Sabine Pass - Oil Platform,Bell 206-L4 Jet Ranger III,3,2,3,2,0,"The helicopter ferrying workers to an off shore drilling platform crashed into the Gulf, 8 miles from Sabine Pass."
4707,2008-12-15,Alantis Aviation,"Santiago, Dominican Republic - Providenciales",Britten Norman BN-2A Trislander Mk3,11,1,11,1,0,The charter flight disappeared from radar 35 minutes into the flight and after the pilot radioed a mayday call. Probably crashed into the ocean. Never found.
4708,2008-12-20,Continental Airlines,Denver - Houston,Boeing 737-500,110,5,0,0,0,"Before takeoff the crew were informed that there was a 27-knot crosswind, close to the airplane's limit of 33 knots.  But in fact this was only the average speed.  During the takeoff roll the plane was blown sideways by a 45-knot gust, well outside the captain's   experience and training.  When the rudder did not immediately correct the yaw, he assumed it had failed and stopped trying it. The plane ran onto rough terrain near the runway and was destroyed by impact and fire."
4709,2009-01-01,Empire Airlines leased from FedEx,Fort Worth - Lubbock,ATR-42-320,0,2,0,2,0,"Crashed while attempting to land. The probable cause of this accident was the flight crew's failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crew's failure to follow published standard operating procedures in response to a flap anomaly, 2) the captain's decision to continue with the unstabilized approach, 3) the flight crew's poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captain's performance."
4710,2009-01-04,Petroleum Helicopters Inc,Bayou Penchant - Off shore oil fields,Sikorsky S-76C++,7,2,6,2,0,"A helicopter bound for offshore oil fields went down about 75 miles southwest of New Orleans shortly after taking off. The sudden loss of power to both engines that resulted from impact with a red-tailed hawk, which fractured the windshield and interfered with engine fuel controls and the subsequent disorientation of the flightcrrew members. Also the lack of FAA regulations and guidance at the time the helicopter was certificated requiring helicopter windshields to be resistant to bird strikes and the lack of protections that would prevent T-handles from inadvertently dislodging out of the detents and the lack of a master warning light and audible system to alert the flightcrew of low-rotor speed conditions."
4711,2009-01-15,Afghan Army,Sin dato,Mil Mi-17,0,0,0,0,0,Either shot down or crashed due to bad weather.
4712,2009-01-15,US Airways,"New York, NY- Charlotte, NC",Airbus A320-214,150,5,0,0,0,"The plane was taking off from La Guardia Airport when both engines were disabled after striking a flock of geese. The crew was able to ditch the plane in the Hudson River, making a soft landing. All 150 passengers and crew of 5 made it out safely before the plane began to sink. No one was reported to be seriously injured."
4713,2009-02-07,Aerotaxi Manaus,Coari - Manus,Bandeirante EMB-110P1,26,2,22,2,0,"The plane was being used as an air taxi to ferry passengers between cities when it crashed in the Manacapuru River, 50 miles from Manus. The plane took off under warning of strong winds and rain. The crew asked permission to return shortly after takeoff because they lost an engine. The plane disappeared from radar and lost contact with ATC. The plane crashed into the river when the crew tried to land the plane on an abandoned runway in the town of Manacapuru."
